Provider,PotentialFraud,ClaimCount,UniqueBeneficiaries,ReimbursementTotal,ReimbursementMean,ReimbursementMedian,ReimbursementStd,ReimbursementMax,DeductibleTotal,DeductibleMean,DeductibleMax,InpatientClaimCount,InpatientClaimRatio,ClaimDurationMean,HospitalStayMean,HospitalStayMax,DiagnosisCountMean,ProcedureCountMean,PhysicianCountMean,BeneficiaryAgeMean,BeneficiaryAgeStd,ChronicConditionMean,AnnualReimbursementMean,AnnualDeductibleMean,UniqueAttendingPhysicians,UniquePrimaryDiagnoses,UniquePrimaryProcedures,ClaimsPerBeneficiary,ReimbursementPerBeneficiary,ReimbursementPerClaim,DeductibleToReimbursementRatio,PhysicianDiversityRatio,DiagnosisDiversityRatio,ProcedureDiversityRatio,FraudLabel
PRV51970,No,35,32,25410,726.0,80.0,1871.0050774917743,10400,20.0,0.5714285714285714,20.0,0,0.0,1.5714285714285714,0.0,0.0,2.5714285714285716,0.0,1.4285714285714286,74.57142857142857,9.030294485087126,4.714285714285714,4966.857142857143,980.8571428571429,1,35,0,1.09375,794.0625,726.0,0.0007870916961826052,0.02857142857142857,1.0,0.0,0
PRV51972,No,35,34,9460,270.2857142857143,60.0,616.1907922364426,3300,70.0,2.0,40.0,0,0.0,4.314285714285714,0.0,0.0,2.9714285714285715,0.0,1.6,76.11428571428571,12.368773367713095,3.857142857142857,9150.857142857143,1162.0,3,35,0,1.0294117647058822,278.2352941176471,270.2857142857143,0.007399577167019027,0.08571428571428572,1.0,0.0,0
PRV51973,No,74,63,19060,257.56756756756755,70.0,566.410981074408,3300,200.0,2.7027027027027026,100.0,0,0.0,2.5,0.0,0.0,2.4324324324324325,0.0,1.5675675675675675,76.9054054054054,14.197403697549888,4.797297297297297,5465.27027027027,998.918918918919,2,69,0,1.1746031746031746,302.53968253968253,257.56756756756755,0.01049317943336831,0.02702702702702703,0.9324324324324325,0.0,0
PRV51974,No,4,4,710,177.5,90.0,217.00614430625384,500,50.0,12.5,50.0,0,0.0,2.25,0.0,0.0,4.0,0.0,1.25,65.5,26.14702022538451,4.5,5370.0,1378.0,2,4,0,1.0,177.5,177.5,0.07042253521126761,0.5,1.0,0.0,0
PRV51976,No,7,7,61000,8714.285714285714,7000.0,5765.248931147314,19000,7476.0,1068.0,1068.0,7,1.0,7.714285714285714,7.714285714285714,18.0,8.142857142857142,1.0,2.0,77.28571428571429,22.193950269643945,4.857142857142857,17082.85714285714,2008.2857142857142,1,7,6,1.0,8714.285714285714,8714.285714285714,0.12255737704918032,0.14285714285714285,1.0,0.8571428571428571,0
PRV51977,No,1,1,8000,8000.0,8000.0,0.0,8000,1068.0,1068.0,1068.0,1,1.0,4.0,4.0,4.0,9.0,1.0,2.0,74.0,0.0,5.0,36090.0,7134.0,1,1,1,1.0,8000.0,8000.0,0.1335,1.0,1.0,1.0,0
PRV51978,No,4,4,31000,7750.0,8000.0,4425.306015783918,12000,4272.0,1068.0,1068.0,4,1.0,6.25,6.25,10.0,8.0,0.0,1.25,82.25,9.535023160258534,6.75,20595.0,2217.0,2,4,0,1.0,7750.0,7750.0,0.13780645161290322,0.5,1.0,0.0,0
PRV51979,Yes,13,12,136000,10461.538461538461,7000.0,6715.844258361275,22000,13884.0,1068.0,1068.0,13,1.0,6.076923076923077,6.076923076923077,22.0,8.153846153846153,0.6153846153846154,1.5384615384615385,82.23076923076923,11.931428010048682,6.076923076923077,19548.46153846154,2082.923076923077,1,12,7,1.0833333333333333,11333.333333333334,10461.538461538461,0.10208823529411765,0.07692307692307693,0.9230769230769231,0.5384615384615384,1
PRV51981,No,5,5,18000,3600.0,4000.0,1816.590212458495,6000,5340.0,1068.0,1068.0,5,1.0,4.2,4.2,6.0,7.0,0.2,1.2,76.0,19.20937271229855,6.8,10732.0,3090.4,2,5,1,1.0,3600.0,3600.0,0.2966666666666667,0.4,1.0,0.2,0
PRV51983,No,40,39,7050,176.25,65.0,392.3086664140747,2400,280.0,7.0,100.0,0,0.0,2.925,0.0,0.0,2.7,0.0,1.4,76.625,9.355342639232187,4.625,7577.0,1547.65,25,38,0,1.0256410256410255,180.76923076923077,176.25,0.03971631205673759,0.625,0.95,0.0,0
PRV51984,No,525,337,160780,306.247619047619,80.0,606.8793091049505,3300,1420.0,2.704761904761905,200.0,0,0.0,2.9085714285714284,0.0,0.0,2.6952380952380954,0.0,1.5676190476190477,74.48571428571428,12.33061903384847,4.445714285714286,7265.428571428572,1199.2914285714285,34,409,0,1.5578635014836795,477.0919881305638,306.247619047619,0.008831944271675581,0.06476190476190476,0.7790476190476191,0.0,0
PRV51987,No,2,2,30,15.0,15.0,7.0710678118654755,20,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,3.5,0.0,1.0,81.5,6.363961030678928,4.5,8140.0,3198.0,2,2,0,1.0,15.0,15.0,0.0,1.0,1.0,0.0,0
PRV51988,No,37,32,12230,330.5405405405405,70.0,643.8769117443779,2900,190.0,5.135135135135135,100.0,0,0.0,3.8378378378378377,0.0,0.0,2.945945945945946,0.0,1.6756756756756757,73.75675675675676,9.325608128533334,4.621621621621622,8802.702702702703,1292.7027027027027,2,35,0,1.15625,382.1875,330.5405405405405,0.01553556827473426,0.05405405405405406,0.9459459459459459,0.0,0
PRV51989,No,18,18,4060,225.55555555555554,75.0,260.81821982148733,900,0.0,0.0,0.0,0,0.0,1.0555555555555556,0.0,0.0,2.2777777777777777,0.0,1.7222222222222223,71.83333333333333,11.288984740471047,4.0,2655.0,936.6666666666666,1,18,0,1.0,225.55555555555554,225.55555555555554,0.0,0.05555555555555555,1.0,0.0,0
PRV51990,No,89,49,18690,210.0,60.0,373.6521230916654,2200,160.0,1.797752808988764,70.0,0,0.0,1.6404494382022472,0.0,0.0,3.033707865168539,0.0,1.4831460674157304,73.98876404494382,11.794157241870455,3.7865168539325844,3219.1011235955057,745.123595505618,4,80,0,1.816326530612245,381.42857142857144,210.0,0.008560727661851257,0.0449438202247191,0.898876404494382,0.0,0
PRV51991,No,31,30,9570,308.7096774193548,70.0,458.481129640642,1900,0.0,0.0,0.0,0,0.0,3.3870967741935485,0.0,0.0,2.903225806451613,0.0,1.6774193548387097,75.06451612903226,11.159257692967955,4.774193548387097,8287.741935483871,1071.6774193548388,2,30,0,1.0333333333333334,319.0,308.7096774193548,0.0,0.06451612903225806,0.967741935483871,0.0,0
PRV51992,No,61,54,10790,176.88524590163934,80.0,380.7603838969532,2700,190.0,3.1147540983606556,80.0,0,0.0,1.8524590163934427,0.0,0.0,2.3442622950819674,0.0,1.5573770491803278,74.98360655737704,10.959762471998328,3.8688524590163933,10724.918032786885,1250.327868852459,2,54,0,1.1296296296296295,199.8148148148148,176.88524590163934,0.017608897126969416,0.03278688524590164,0.8852459016393442,0.0,0
PRV51993,No,2,2,230,115.0,115.0,120.20815280171308,200,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,2.5,0.0,1.5,72.5,9.192388155425117,3.5,6055.0,1219.0,1,2,0,1.0,115.0,115.0,0.0,0.5,1.0,0.0,0
PRV51994,No,33,31,11780,356.969696969697,100.0,536.257196038459,2100,30.0,0.9090909090909091,30.0,0,0.0,3.0303030303030303,0.0,0.0,3.272727272727273,0.0,1.6666666666666667,72.0,12.03380654655874,4.454545454545454,8969.69696969697,1674.7272727272727,4,30,0,1.064516129032258,380.0,356.969696969697,0.0025466893039049238,0.12121212121212122,0.9090909090909091,0.0,0
PRV51995,No,20,20,9700,485.0,140.0,748.0395430020641,2600,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,2.05,0.0,1.45,73.75,10.833063424437924,3.8,6431.0,944.9,2,19,0,1.0,485.0,485.0,0.0,0.1,0.95,0.0,0
PRV51996,No,41,38,10070,245.609756097561,60.0,463.98302113594525,2700,180.0,4.390243902439025,100.0,0,0.0,3.0,0.0,0.0,2.6341463414634148,0.0,1.4146341463414633,76.3170731707317,8.710450689804297,4.024390243902439,8441.463414634147,1118.0975609756097,4,37,0,1.0789473684210527,265.0,245.609756097561,0.01787487586891758,0.0975609756097561,0.9024390243902439,0.0,0
PRV51998,No,28,28,5360,191.42857142857142,70.0,425.89960811261165,2200,180.0,6.428571428571429,100.0,0,0.0,2.25,0.0,0.0,2.5714285714285716,0.0,1.5357142857142858,74.64285714285714,6.956022095008281,4.071428571428571,4642.142857142857,785.1428571428571,2,28,0,1.0,191.42857142857142,191.42857142857142,0.033582089552238806,0.07142857142857142,1.0,0.0,0
PRV51999,No,17,17,2660,156.47058823529412,60.0,224.63696202068434,800,0.0,0.0,0.0,0,0.0,1.0588235294117647,0.0,0.0,2.764705882352941,0.0,1.411764705882353,78.0,10.068515282801133,3.823529411764706,1670.5882352941176,527.4117647058823,3,17,0,1.0,156.47058823529412,156.47058823529412,0.0,0.17647058823529413,1.0,0.0,0
PRV52001,No,1177,744,320620,272.4044180118946,80.0,566.0111470809743,4300,2850.0,2.421410365335599,200.0,0,0.0,2.372982158028887,0.0,0.0,2.685641461342396,0.0,1.5938827527612573,73.15632965165675,12.86240749833181,4.3313508920985555,6811.452846219201,1074.7612574341547,13,810,0,1.581989247311828,430.94086021505376,272.4044180118946,0.008889027509200923,0.011045029736618521,0.6881903143585386,0.0,0
PRV52002,Yes,188,180,343260,1825.8510638297873,100.0,6320.82440801441,57000,25284.0,134.48936170212767,1068.0,24,0.1276595744680851,3.484042553191489,1.0159574468085106,36.0,3.3404255319148937,0.11170212765957446,1.6382978723404256,73.87765957446808,14.095963348718337,4.446808510638298,9030.95744680851,1367.0,107,167,17,1.0444444444444445,1907.0,1825.8510638297873,0.07365845131969935,0.5691489361702128,0.8882978723404256,0.09042553191489362,1
PRV52003,No,154,144,806950,5239.935064935065,2075.0,8409.495916188042,57000,82426.0,535.2337662337662,1068.0,77,0.5,3.8701298701298703,2.792207792207792,21.0,5.266233766233766,0.36363636363636365,1.6168831168831168,75.55844155844156,13.638175473102125,5.136363636363637,13198.181818181818,1754.2467532467533,51,139,39,1.0694444444444444,5603.819444444444,5239.935064935065,0.10214511431935064,0.33116883116883117,0.9025974025974026,0.2532467532467532,0
PRV52004,No,47,41,15680,333.6170212765957,80.0,717.6817313615171,3300,190.0,4.042553191489362,100.0,0,0.0,2.5106382978723403,0.0,0.0,2.425531914893617,0.0,1.4893617021276595,74.04255319148936,13.708070372576165,4.425531914893617,8849.148936170213,1370.340425531915,1,46,0,1.146341463414634,382.4390243902439,333.6170212765957,0.01211734693877551,0.02127659574468085,0.9787234042553191,0.0,0
PRV52007,No,18,18,1910,106.11111111111111,60.0,121.0803762644462,500,40.0,2.2222222222222223,40.0,0,0.0,2.0,0.0,0.0,2.2777777777777777,0.0,1.6111111111111112,69.55555555555556,13.789263607955037,3.5555555555555554,3307.777777777778,574.0,2,17,0,1.0,106.11111111111111,106.11111111111111,0.020942408376963352,0.1111111111111111,0.9444444444444444,0.0,0
PRV52008,No,25,24,4830,193.2,90.0,293.6369640673099,1200,100.0,4.0,100.0,0,0.0,2.72,0.0,0.0,2.6,0.0,1.72,73.8,13.41330185549653,4.08,4718.0,1067.84,3,25,0,1.0416666666666667,201.25,193.2,0.020703933747412008,0.12,1.0,0.0,0
PRV52009,No,35,33,5770,164.85714285714286,70.0,293.5119140639422,1600,200.0,5.714285714285714,100.0,0,0.0,1.3142857142857143,0.0,0.0,3.0285714285714285,0.0,1.542857142857143,75.91428571428571,16.89129854056682,4.714285714285714,4998.285714285715,1023.8857142857142,4,33,0,1.0606060606060606,174.84848484848484,164.85714285714286,0.03466204506065858,0.11428571428571428,0.9428571428571428,0.0,0
PRV52010,No,7,7,1400,200.0,90.0,315.27765540868893,900,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.8571428571428572,0.0,1.1428571428571428,82.28571428571429,9.894683517160209,4.714285714285714,9871.42857142857,673.4285714285714,3,7,0,1.0,200.0,200.0,0.0,0.42857142857142855,1.0,0.0,0
PRV52011,No,26,23,7070,271.9230769230769,70.0,362.3812272264581,1200,0.0,0.0,0.0,0,0.0,1.5769230769230769,0.0,0.0,2.6538461538461537,0.0,1.3846153846153846,71.84615384615384,16.96276465129976,4.730769230769231,5841.923076923077,798.1538461538462,8,26,0,1.1304347826086956,307.39130434782606,271.9230769230769,0.0,0.3076923076923077,1.0,0.0,0
PRV52012,No,1,1,8000,8000.0,8000.0,0.0,8000,1068.0,1068.0,1068.0,1,1.0,9.0,9.0,9.0,9.0,1.0,3.0,95.0,0.0,7.0,29010.0,3748.0,1,1,1,1.0,8000.0,8000.0,0.1335,1.0,1.0,1.0,0
PRV52013,No,62,56,14210,229.19354838709677,60.0,535.929706630914,3200,200.0,3.225806451612903,100.0,0,0.0,2.3548387096774195,0.0,0.0,2.5,0.0,1.5161290322580645,76.2741935483871,10.442927412633464,4.435483870967742,4888.548387096775,1096.6129032258063,15,60,0,1.1071428571428572,253.75,229.19354838709677,0.014074595355383532,0.24193548387096775,0.967741935483871,0.0,0
PRV52014,No,351,299,93890,267.4928774928775,70.0,538.7700111820673,3300,950.0,2.7065527065527064,200.0,0,0.0,2.5242165242165244,0.0,0.0,2.5868945868945867,0.0,1.584045584045584,73.3903133903134,11.921831961996332,4.336182336182336,6933.190883190883,1163.6068376068376,113,290,0,1.173913043478261,314.0133779264214,267.4928774928775,0.010118223452976888,0.32193732193732194,0.8262108262108262,0.0,0
PRV52017,No,280,262,304770,1088.4642857142858,80.0,3495.489587156148,32000,23248.0,83.02857142857142,1068.0,23,0.08214285714285714,3.3607142857142858,0.45,14.0,3.0285714285714285,0.07857142857142857,1.582142857142857,74.125,13.371266604526248,4.614285714285714,7453.678571428572,1173.7071428571428,48,238,17,1.0687022900763359,1163.2442748091603,1088.4642857142858,0.07628047379991469,0.17142857142857143,0.85,0.060714285714285714,0
PRV52019,Yes,1961,1734,5996050,3057.6491585925546,100.0,7675.095893259252,98000,539426.0,275.0770015298317,1068.0,516,0.2631310555838858,3.493625701172871,1.8194798572157063,36.0,4.045385007649158,0.20091789903110657,1.631820499745028,73.8730239673636,13.085811426804781,4.6945436002039775,10172.080571137174,1448.1172870984192,643,1155,146,1.1309111880046137,3457.929642445213,3057.6491585925546,0.0899635593432343,0.32789393166751657,0.588985211626721,0.07445181030086691,1
PRV52020,Yes,606,577,1164820,1922.145214521452,90.0,5843.781325805799,57000,97360.0,160.66006600660066,1068.0,92,0.15181518151815182,2.9504950495049505,0.9455445544554455,18.0,3.453795379537954,0.1254125412541254,1.6336633663366336,74.5973597359736,12.595929801445301,4.5627062706270625,8411.25412541254,1240.145214521452,93,470,40,1.050259965337955,2018.7521663778164,1922.145214521452,0.08358372967497124,0.15346534653465346,0.7755775577557755,0.066006600660066,1
PRV52021,Yes,613,570,1951850,3184.094616639478,200.0,7703.435001419722,82000,193530.0,315.7096247960848,1068.0,181,0.29526916802610115,3.9543230016313213,1.99673735725938,35.0,4.261011419249592,0.20554649265905384,1.5595432300163132,74.86460032626428,12.146556158633459,4.774877650897227,9424.861337683524,1448.3556280587275,128,453,56,1.075438596491228,3424.2982456140353,3184.094616639478,0.09915208648205548,0.20880913539967375,0.7389885807504079,0.09135399673735727,1
PRV52022,No,66,66,17770,269.24242424242425,90.0,414.3180146329837,2100,70.0,1.0606060606060606,70.0,0,0.0,3.0454545454545454,0.0,0.0,2.8333333333333335,0.0,1.5909090909090908,73.71212121212122,15.74583231941822,4.651515151515151,7100.151515151515,1263.8484848484848,21,62,0,1.0,269.24242424242425,269.24242424242425,0.0039392234102419805,0.3181818181818182,0.9393939393939394,0.0,0
PRV52024,No,2,2,2100,1050.0,1050.0,919.2388155425118,1700,30.0,15.0,30.0,0,0.0,2.0,0.0,0.0,3.0,0.0,1.5,79.5,4.949747468305833,6.5,19265.0,1668.0,1,2,0,1.0,1050.0,1050.0,0.014285714285714285,0.5,1.0,0.0,0
PRV52025,No,119,117,35190,295.7142857142857,70.0,628.0769296351772,3300,290.0,2.436974789915966,100.0,0,0.0,1.8739495798319328,0.0,0.0,2.9159663865546217,0.0,1.588235294117647,71.73109243697479,13.117266069400696,4.65546218487395,6314.957983193277,1095.6638655462184,42,102,0,1.017094017094017,300.7692307692308,295.7142857142857,0.008240977550440466,0.35294117647058826,0.8571428571428571,0.0,0
PRV52026,No,24,23,6960,290.0,65.0,701.2659360353091,3300,0.0,0.0,0.0,0,0.0,3.5833333333333335,0.0,0.0,2.9166666666666665,0.0,1.625,70.125,13.778724936276406,4.791666666666667,8682.5,1812.3333333333333,11,24,0,1.0434782608695652,302.60869565217394,290.0,0.0,0.4583333333333333,1.0,0.0,0
PRV52027,No,181,179,402620,2224.4198895027625,100.0,5492.758194046857,51000,48430.0,267.56906077348066,1068.0,46,0.2541436464088398,3.022099447513812,1.6408839779005524,28.0,4.149171270718232,0.1878453038674033,1.6408839779005524,73.06077348066299,13.656974508716683,4.475138121546961,8008.453038674033,1263.8563535911603,89,158,22,1.011173184357542,2249.27374301676,2224.4198895027625,0.1202871193681387,0.49171270718232046,0.8729281767955801,0.12154696132596685,0
PRV52028,No,18,18,69530,3862.777777777778,85.0,11018.856995039196,46000,4442.0,246.77777777777777,1068.0,4,0.2222222222222222,1.7777777777777777,1.0,7.0,2.5555555555555554,0.05555555555555555,1.3333333333333333,72.05555555555556,9.358684059218017,4.444444444444445,8335.555555555555,819.7777777777778,9,18,1,1.0,3862.777777777778,3862.777777777778,0.06388609233424421,0.5,1.0,0.05555555555555555,0
PRV52029,No,168,159,166610,991.7261904761905,95.0,3759.780538413712,35000,12148.0,72.30952380952381,1068.0,11,0.06547619047619048,2.630952380952381,0.35714285714285715,12.0,2.9166666666666665,0.05357142857142857,1.6130952380952381,74.31547619047619,12.81612937774017,4.660714285714286,8456.130952380952,1350.5357142857142,63,142,6,1.0566037735849056,1047.861635220126,991.7261904761905,0.07291279034871856,0.375,0.8452380952380952,0.03571428571428571,0
PRV52030,Yes,2275,1179,681360,299.4989010989011,70.0,916.8658683565878,28000,9732.0,4.277802197802198,1068.0,4,0.0017582417582417582,2.3085714285714287,0.025054945054945054,36.0,2.564835164835165,0.0013186813186813187,1.5767032967032968,74.72703296703297,12.523776638793315,4.463736263736264,6647.134065934066,1119.3178021978022,20,1335,3,1.9296013570822732,577.9134860050891,299.4989010989011,0.014283198309263825,0.008791208791208791,0.5868131868131868,0.0013186813186813187,1
PRV52031,No,125,112,37770,302.16,60.0,1056.922330591622,11000,1108.0,8.864,1068.0,1,0.008,1.808,0.016,2.0,2.744,0.008,1.552,73.848,10.538757960729464,4.312,9049.12,1078.672,49,117,1,1.1160714285714286,337.23214285714283,302.16,0.029335451416468098,0.392,0.936,0.008,0
PRV52032,Yes,627,568,698640,1114.2583732057417,80.0,3321.675144712751,26000,60340.0,96.2360446570973,1068.0,56,0.08931419457735247,2.4896331738437003,0.5119617224880383,24.0,3.0813397129186604,0.06060606060606061,1.5789473684210527,75.07655502392345,12.897873946136789,4.518341307814992,7858.357256778309,1258.6251993620415,103,475,27,1.1038732394366197,1230.0,1114.2583732057417,0.08636780029772129,0.16427432216905902,0.7575757575757576,0.0430622009569378,1
PRV52037,No,171,159,52660,307.953216374269,80.0,632.6405150856443,3300,320.0,1.871345029239766,90.0,0,0.0,2.538011695906433,0.0,0.0,2.7660818713450293,0.0,1.5847953216374269,72.93567251461988,12.58343738637533,4.409356725146199,6617.19298245614,1162.9473684210527,86,147,0,1.0754716981132075,331.1949685534591,307.953216374269,0.0060767185719711354,0.5029239766081871,0.8596491228070176,0.0,0
PRV52038,No,259,217,240630,929.073359073359,90.0,2470.672614697502,18000,23618.0,91.1891891891892,1068.0,22,0.08494208494208494,2.5096525096525095,0.41312741312741313,13.0,3.0965250965250966,0.07722007722007722,1.583011583011583,73.91119691119691,13.365603999343882,4.521235521235521,8246.486486486487,1356.7722007722007,85,220,12,1.1935483870967742,1108.89400921659,929.073359073359,0.0981506877779163,0.3281853281853282,0.8494208494208494,0.04633204633204633,0
PRV52039,No,50,46,10170,203.4,80.0,308.9522121425174,1400,0.0,0.0,0.0,0,0.0,1.52,0.0,0.0,2.56,0.0,1.44,71.16,15.640554298857511,4.44,6004.0,975.68,9,47,0,1.0869565217391304,221.08695652173913,203.4,0.0,0.18,0.94,0.0,0
PRV52041,Yes,1885,918,604980,320.9442970822281,80.0,650.4193972590164,6060,5490.0,2.9124668435013263,200.0,0,0.0,2.4450928381962864,0.0,0.0,2.6381962864721484,0.0,1.5840848806366048,75.0366047745358,12.393419814900312,4.338461538461538,6211.400530503979,1043.7580901856763,8,1150,0,2.053376906318083,659.0196078431372,320.9442970822281,0.009074680154715858,0.004244031830238726,0.610079575596817,0.0,1
PRV52042,No,52,50,27720,533.0769230769231,200.0,1286.0969049293208,9000,1068.0,20.53846153846154,1068.0,1,0.019230769230769232,1.25,0.07692307692307693,4.0,2.8846153846153846,0.0,1.6538461538461537,75.82692307692308,12.980711412641472,4.4423076923076925,5779.807692307692,973.5,16,51,0,1.04,554.4,533.0769230769231,0.03852813852813853,0.3076923076923077,0.9807692307692307,0.0,0
PRV52044,No,79,75,408830,5175.06329113924,3000.0,7935.561776022607,48000,45924.0,581.3164556962025,1068.0,43,0.5443037974683544,4.8734177215189876,3.810126582278481,21.0,5.443037974683544,0.35443037974683544,1.6455696202531647,76.51898734177215,12.65302311043377,5.050632911392405,13511.139240506329,1844.3291139240507,39,71,20,1.0533333333333332,5451.066666666667,5175.06329113924,0.11233030844116136,0.4936708860759494,0.8987341772151899,0.25316455696202533,0
PRV52045,Yes,243,231,577030,2374.6090534979426,90.0,7154.263838127409,82000,49598.0,204.10699588477365,1068.0,46,0.18930041152263374,3.0411522633744856,1.1975308641975309,36.0,3.757201646090535,0.13580246913580246,1.5679012345679013,74.50617283950618,12.657069487823387,4.551440329218107,8086.378600823045,1220.946502057613,128,206,20,1.051948051948052,2497.965367965368,2374.6090534979426,0.08595393653709513,0.5267489711934157,0.8477366255144033,0.0823045267489712,1
PRV52046,No,101,98,28190,279.1089108910891,90.0,477.88513056989115,2400,290.0,2.871287128712871,90.0,0,0.0,2.5742574257425743,0.0,0.0,2.227722772277228,0.0,1.5940594059405941,76.92079207920793,10.236877618020864,4.772277227722772,7628.415841584158,1494.1782178217823,42,92,0,1.030612244897959,287.6530612244898,279.1089108910891,0.010287335934728628,0.4158415841584158,0.9108910891089109,0.0,0
PRV52047,No,24,21,148550,6189.583333333333,3100.0,10544.453097396203,50000,16020.0,667.5,1068.0,15,0.625,5.75,4.041666666666667,13.0,5.541666666666667,0.4166666666666667,1.5,68.95833333333333,16.52528804370854,5.875,13507.5,1575.8333333333333,3,24,6,1.1428571428571428,7073.809523809524,6189.583333333333,0.10784247728037698,0.125,1.0,0.25,0
PRV52048,No,108,98,38820,359.44444444444446,75.0,712.2293987971176,3300,250.0,2.314814814814815,100.0,0,0.0,3.037037037037037,0.0,0.0,2.6574074074074074,0.0,1.5648148148148149,75.06481481481481,12.619724324305214,4.898148148148148,7936.574074074074,1355.4444444444443,65,99,0,1.1020408163265305,396.1224489795918,359.44444444444446,0.006439979392065945,0.6018518518518519,0.9166666666666666,0.0,0
PRV52049,No,192,189,55850,290.8854166666667,70.0,584.3031804613148,3300,690.0,3.59375,100.0,0,0.0,2.8125,0.0,0.0,2.6510416666666665,0.0,1.5260416666666667,74.34895833333333,13.719634684371163,4.520833333333333,5996.666666666667,1093.2604166666667,75,158,0,1.0158730158730158,295.5026455026455,290.8854166666667,0.01235452103849597,0.390625,0.8229166666666666,0.0,0
PRV52051,No,89,88,35290,396.5168539325843,90.0,734.0672825299455,3300,120.0,1.348314606741573,40.0,0,0.0,2.056179775280899,0.0,0.0,2.831460674157303,0.0,1.5393258426966292,72.46067415730337,14.30595567315115,4.213483146067416,6480.898876404494,1079.0337078651685,41,79,0,1.0113636363636365,401.02272727272725,396.5168539325843,0.003400396712949844,0.4606741573033708,0.8876404494382022,0.0,0
PRV52052,No,58,56,48580,837.5862068965517,80.0,2516.363507018717,17000,5430.0,93.62068965517241,1068.0,5,0.08620689655172414,2.0344827586206895,0.29310344827586204,5.0,3.086206896551724,0.034482758620689655,1.5517241379310345,72.39655172413794,14.689702390512851,4.293103448275862,6735.689655172414,1284.2413793103449,12,54,1,1.0357142857142858,867.5,837.5862068965517,0.11177439275421984,0.20689655172413793,0.9310344827586207,0.017241379310344827,0
PRV52054,No,240,232,78490,327.0416666666667,80.0,691.2864715183739,3300,670.0,2.7916666666666665,200.0,0,0.0,2.566666666666667,0.0,0.0,2.6875,0.0,1.5541666666666667,75.5125,12.499031343221302,4.270833333333333,7131.041666666667,1225.9333333333334,121,209,0,1.0344827586206897,338.3189655172414,327.0416666666667,0.008536119250859982,0.5041666666666667,0.8708333333333333,0.0,0
PRV52055,No,203,148,51010,251.2807881773399,80.0,505.19218475741474,3300,640.0,3.1527093596059115,100.0,0,0.0,2.6206896551724137,0.0,0.0,2.5270935960591134,0.0,1.5714285714285714,74.05911330049261,11.740024339289048,4.354679802955665,4450.295566502463,816.4334975369458,35,178,0,1.3716216216216217,344.6621621621622,251.2807881773399,0.01254655949813762,0.1724137931034483,0.8768472906403941,0.0,0
PRV52056,No,60,52,17280,288.0,100.0,446.1693833557697,1800,490.0,8.166666666666666,200.0,0,0.0,3.0,0.0,0.0,2.316666666666667,0.0,1.6333333333333333,74.45,12.849091506498535,4.416666666666667,6037.666666666667,1228.8,13,55,0,1.1538461538461537,332.3076923076923,288.0,0.028356481481481483,0.21666666666666667,0.9166666666666666,0.0,0
PRV52057,No,185,164,173770,939.2972972972973,70.0,5521.4953514939,57000,9962.0,53.84864864864865,1068.0,10,0.05405405405405406,2.372972972972973,0.43243243243243246,19.0,2.8594594594594596,0.043243243243243246,1.5027027027027027,72.75675675675676,14.188186691685443,4.108108108108108,8114.4324324324325,1119.081081081081,48,156,7,1.1280487804878048,1059.5731707317073,939.2972972972973,0.05732865281694193,0.2594594594594595,0.8432432432432433,0.03783783783783784,0
PRV52058,No,204,199,55450,271.8137254901961,80.0,572.4858460683669,3300,610.0,2.9901960784313726,80.0,0,0.0,3.176470588235294,0.0,0.0,2.627450980392157,0.0,1.5441176470588236,74.27450980392157,11.928487128602823,4.519607843137255,6362.156862745098,1114.8333333333333,70,163,0,1.0251256281407035,278.643216080402,271.8137254901961,0.011000901713255185,0.3431372549019608,0.7990196078431373,0.0,0
PRV52059,Yes,1287,430,540810,420.2097902097902,80.0,1915.3029563859538,41000,17854.0,13.872571872571873,1068.0,13,0.010101010101010102,2.473970473970474,0.08547008547008547,36.0,2.6456876456876457,0.006216006216006216,1.5547785547785549,75.13442113442113,12.144085247071418,4.539238539238539,7992.346542346542,1277.6565656565656,17,877,6,2.9930232558139536,1257.6976744186047,420.2097902097902,0.033013442798764815,0.01320901320901321,0.6814296814296814,0.004662004662004662,1
PRV52061,No,131,121,31790,242.67175572519085,70.0,454.52227571286465,3300,330.0,2.519083969465649,100.0,0,0.0,2.3969465648854964,0.0,0.0,2.7099236641221376,0.0,1.6030534351145038,73.87022900763358,13.366086215357992,4.465648854961832,5441.984732824428,1020.5954198473282,50,120,0,1.0826446280991735,262.72727272727275,242.67175572519085,0.010380622837370242,0.3816793893129771,0.916030534351145,0.0,0
PRV52062,No,184,181,56860,309.0217391304348,80.0,605.2025082793032,3300,240.0,1.3043478260869565,100.0,0,0.0,2.0706521739130435,0.0,0.0,2.5760869565217392,0.0,1.6141304347826086,75.03804347826087,11.859545438549835,4.733695652173913,6133.532608695652,1111.9782608695652,70,160,0,1.0165745856353592,314.1436464088398,309.0217391304348,0.004220893422441084,0.3804347826086957,0.8695652173913043,0.0,0
